name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,price_per_kilometer
Renault KWID RXT Optional,2016,310000,11500,Petrol,Individual,Manual,First Owner,19.41878335651954,799.0,53.3,5.0,9,15963.924943625398
Hyundai Xcent 1.2 CRDi S,2019,700000,3000,Diesel,Individual,Manual,First Owner,19.41878335651954,1186.0,73.97,5.0,6,36047.57245334767
Chevrolet Sail LT ABS,2015,480000,80000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,74.0,5.0,10,24718.33539658126
Maruti Alto LXI,2005,90000,40000,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,46.3,5.0,20,4634.6878868589865
Maruti Alto LXI,2005,80000,40000,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,46.3,5.0,20,4119.722566096877
Maruti Ritz VDi,2015,350000,90000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,73.94,5.0,10,18023.786226673834
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,600000,100000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,5.0,8,30897.919245726574
Mahindra Scorpio M2DI,2011,350000,120000,Diesel,Individual,Manual,Third Owner,19.41878335651954,2179.0,115.0,5.0,14,18023.786226673834
Maruti Vitara Brezza VDi Option,2018,770000,50000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,5.0,7,39652.329698682435
Mahindra Verito 1.5 D6 BSIV,2012,350000,25000,Diesel,Individual,Manual,First Owner,19.41878335651954,1461.0,65.0,5.0,13,18023.786226673834
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2011,600000,50000,Diesel,Individual,Manual,Third Owner,19.41878335651954,2179.0,120.0,8.0,14,30897.919245726574
Mahindra TUV 300 T8,2016,750000,71000,Diesel,Individual,Manual,First Owner,19.41878335651954,1493.0,100.0,7.0,9,38622.39905715822
Maruti Wagon R VXI BS IV,2016,340000,40000,Petrol,Individual,Manual,First Owner,19.41878335651954,998.0,67.04,5.0,9,17508.820905911725
Hyundai Elite i20 Petrol Sportz,2018,650000,31800,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.86,5.0,7,33472.745849537125
Hyundai i10 Sportz,2014,300000,65000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,78.9,5.0,11,15448.959622863287
Maruti Alto 800 LXI,2014,204999,15000,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,47.3,5.0,11,10556.73757909117
Mahindra Verito 1.5 D4 BSIII,2012,254999,70000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1461.0,65.0,5.0,13,13131.564182901719
Ford Figo Aspire 1.2 Ti-VCT Titanium,2017,650000,5000,Petrol,Individual,Manual,First Owner,19.41878335651954,1196.0,86.8,5.0,8,33472.745849537125
Hyundai EON Magna Plus,2017,280000,50000,Petrol,Individual,Manual,Second Owner,19.41878335651954,814.0,55.2,5.0,8,14419.028981339068
Tata Indica V2 DLS,2011,100000,80000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,53.5,5.0,14,5149.653207621096
Chevrolet Tavera Neo 3 9 Str BSIII,2014,575000,70000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2499.0,72.4,9.0,11,29610.5059438213
Maruti Vitara Brezza VDi,2017,780000,40000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,5.0,8,40167.295019444544
Mahindra Bolero 2011-2019 ZLX,2013,467000,157000,Diesel,Individual,Manual,First Owner,19.41878335651954,2523.0,62.1,7.0,12,24048.880479590516
Mahindra Scorpio S10 7 Seater,2015,1050000,90000,Diesel,Individual,Manual,First Owner,19.41878335651954,2179.0,120.0,7.0,10,54071.358680021505
Hyundai i10 Magna 1.1L,2011,225000,80000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1086.0,68.05,5.0,14,11586.719717147465
Hyundai Santro GLS I - Euro II,2004,90000,90000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1248.0,82.0,5.0,21,4634.6878868589865
Hyundai Santro Xing XG AT eRLX Euro III,2004,80000,80000,Petrol,Individual,Automatic,Third Owner,19.41878335651954,1248.0,82.0,5.0,21,4119.722566096877
Toyota Etios Liva GD,2012,300000,80000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,82.0,5.0,13,15448.959622863287
Mahindra Verito 1.5 D4 BSIV,2012,260000,70000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1461.0,65.0,5.0,13,13389.09833981485
Chevrolet Spark 1.0 E,2009,90000,50000,Petrol,Individual,Manual,Second Owner,19.41878335651954,995.0,63.0,5.0,16,4634.6878868589865
Ford Figo Diesel ZXI,2012,280000,60000,Diesel,Individual,Manual,First Owner,19.41878335651954,1399.0,68.0,5.0,13,14419.028981339068
Mahindra Verito 1.5 D4 BSIII,2014,350000,106000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1461.0,65.0,5.0,11,18023.786226673834
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2006,229999,80000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2179.0,120.0,7.0,19,11844.150880996443
Mahindra Bolero 2011-2019 DI NON AC BS III White,2016,550000,80000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2523.0,63.0,9.0,9,28323.092641916028
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2013,850000,110000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2494.0,100.0,8.0,12,43772.05226477931
Mahindra Bolero DI,2011,370000,120000,Diesel,Individual,Manual,Third Owner,19.41878335651954,2523.0,63.0,7.0,14,19053.716868198055
Maruti Alto K10 LXI,2013,250000,27000,Petrol,Individual,Manual,First Owner,19.41878335651954,998.0,67.1,5.0,12,12874.133019052739
Maruti Alto LXi,2007,95000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,46.3,5.0,18,4892.170547240041
Maruti Wagon R LXI Minor,2010,180000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1061.0,67.0,5.0,15,9269.375773717973
Mahindra NuvoSport N8 AMT,2016,650000,50000,Diesel,Individual,Automatic,First Owner,19.41878335651954,1493.0,100.0,7.0,9,33472.745849537125
Hyundai Xcent 1.2 CRDi E,2018,530000,60000,Diesel,Individual,Manual,First Owner,19.41878335651954,1186.0,73.97,5.0,7,27293.162000391807
Maruti Swift VVT ZXI,2017,610000,15000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.8,5.0,8,31412.884566488683
Maruti Zen Estilo VXI BSIV W ABS,2011,200000,40000,Petrol,Individual,Manual,First Owner,19.41878335651954,1248.0,82.0,5.0,14,10299.306415242192
Mahindra Xylo E4 8S,2010,265000,135000,Diesel,Individual,Manual,First Owner,19.41878335651954,2498.0,112.0,8.0,15,13646.581000195903
Tata Tiago 1.2 Revotron XZ WO Alloy,2018,560000,26300,Petrol,Individual,Manual,First Owner,19.41878335651954,1199.0,84.0,5.0,7,28838.057962678136
Mahindra Bolero 2011-2019 SLE,2014,430000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,2523.0,62.1,7.0,11,22143.50879277071
Maruti Swift Dzire VDI,2017,711000,35000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.02,5.0,8,36614.03430618599
Maruti Swift Dzire VXI,2015,511000,30000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,83.14,5.0,10,26314.7278909438
Mahindra Bolero 2011-2019 ZLX,2012,450000,165000,Diesel,Individual,Manual,First Owner,19.41878335651954,2523.0,62.1,7.0,13,23173.43943429493
Tata Zest Revotron 1.2 XT,2015,325000,50000,Petrol,Individual,Manual,First Owner,19.41878335651954,1193.0,88.7,5.0,10,16736.372924768562
Renault Scala Diesel RxZ,2013,434999,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,1461.0,84.8,5.0,12,22400.93995661969
Ford Figo Diesel LXI,2010,210000,100000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1399.0,68.0,5.0,15,10814.2717360043
Maruti Omni BSIII 8-STR W/ IMMOBILISER,2009,140000,90000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1248.0,82.0,5.0,16,7209.514490669534
Maruti SX4 Vxi BSIII,2007,160000,120000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1586.0,104.68,5.0,18,8239.445132193754
Maruti Ertiga VXI Limited Edition,2017,650000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1373.0,91.1,7.0,8,33472.745849537125
Maruti Swift VDI BSIV,2008,250000,90000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,82.0,5.0,17,12874.133019052739
Hyundai i20 Sportz 1.2,2014,320000,72000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.83,5.0,11,16478.890264387508
Renault KWID Climber 1.0 MT,2017,290000,50000,Petrol,Individual,Manual,First Owner,19.41878335651954,999.0,67.0,5.0,8,14933.994302101179
Mahindra Jeep Classic,1996,163000,5000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,82.0,5.0,29,8393.934728422386
Tata Nano CX,2013,80000,30000,Petrol,Individual,Manual,First Owner,19.41878335651954,624.0,37.48,4.0,12,4119.722566096877
Tata Safari Storme EX,2017,1100000,20000,Diesel,Individual,Manual,First Owner,19.41878335651954,2179.0,147.94,7.0,8,56646.185283832056
Maruti Ciaz ZDi Plus,2015,600000,110000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,5.0,10,30897.919245726574
Renault KWID RXT,2017,340000,25000,Petrol,Individual,Manual,First Owner,19.41878335651954,799.0,53.3,5.0,8,17508.820905911725
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,750000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,2494.0,100.6,7.0,11,38622.39905715822
Maruti Alto LX,2006,100000,40000,Petrol,Individual,Manual,First Owner,19.41878335651954,796.0,46.3,5.0,19,5149.653207621096
Renault KWID RXT Optional,2019,395000,10000,Petrol,Individual,Manual,First Owner,19.41878335651954,799.0,53.3,5.0,6,20341.13017010333
Maruti Wagon R VXI Minor,2010,200000,65000,Petrol,Individual,Manual,First Owner,19.41878335651954,1061.0,67.0,5.0,15,10299.306415242192
Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,10000,CNG,Individual,Manual,First Owner,19.41878335651954,1196.0,61.7,5.0,6,23173.43943429493
Mahindra Verito 1.4 G4 BSIV,2012,180000,110000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1390.0,75.0,5.0,13,9269.375773717973
Mahindra Bolero DI,2008,190000,120000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2523.0,63.0,7.0,17,9784.341094480082
Maruti Eeco 5 Seater AC BSIV,2015,310000,72000,Petrol,Individual,Manual,First Owner,19.41878335651954,1196.0,73.0,5.0,10,15963.924943625398
Maruti Ritz VDi,2014,351000,89100,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,73.94,5.0,11,18075.282758750047
Chevrolet Optra 1.6 LT Royale,2006,190000,94000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1599.0,104.0,5.0,19,9784.341094480082
Hyundai EON Magna Plus,2015,225000,120000,Petrol,Individual,Manual,Second Owner,19.41878335651954,814.0,55.2,5.0,10,11586.719717147465
Chevrolet Spark 1.0 LT,2012,130000,110000,Petrol,Individual,Manual,First Owner,19.41878335651954,995.0,62.1,5.0,13,6694.549169907425
Maruti Ciaz Alpha Diesel,2018,1000000,50000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,5.0,7,51496.532076210955
Tata Indica V2 DLS TC,2004,55000,90000,Diesel,Individual,Manual,Third Owner,19.41878335651954,1405.0,62.0,5.0,21,2832.309264191603
Chevrolet Sail 1.2 LT ABS,2014,330000,23000,Petrol,Individual,Manual,First Owner,19.41878335651954,1199.0,82.4,5.0,11,16993.855585149617
Maruti Omni MPI STD BSIV,2013,166000,50000,Petrol,Individual,Manual,First Owner,19.41878335651954,796.0,34.2,5.0,12,8548.42432465102
Mahindra Xylo D4 BSIII,2013,200000,300000,Diesel,Individual,Manual,First Owner,19.41878335651954,2498.0,112.0,8.0,12,10299.306415242192
Maruti Alto K10 2010-2014 VXI,2011,140000,50000,Petrol,Individual,Manual,Third Owner,19.41878335651954,998.0,67.1,5.0,14,7209.514490669534
Maruti Eeco CNG 5 Seater AC BSIV,2017,370000,140000,CNG,Individual,Manual,First Owner,19.41878335651954,1196.0,61.7,5.0,8,19053.716868198055
Hyundai Elite i20 Sportz Plus CVT BSIV,2019,720000,16000,Petrol,Individual,Automatic,First Owner,19.41878335651954,1197.0,81.86,5.0,6,37077.50309487189
Hyundai i20 Active 1.4,2015,500000,126000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,88.73,5.0,10,25748.266038105477
Hyundai Xcent 1.2 VTVT SX,2019,570000,15000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.86,5.0,6,29353.023283440245
Maruti Swift Dzire 1.2 Vxi BSIV,2010,210000,200000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,85.8,5.0,15,10814.2717360043
Maruti Alto LXi,2009,120000,120000,Petrol,Individual,Manual,First Owner,19.41878335651954,796.0,46.3,5.0,16,6179.583849145315
Hyundai Getz GLX,2005,95000,120000,Petrol,Individual,Manual,Fourth & Above Owner,19.41878335651954,1341.0,83.0,5.0,20,4892.170547240041
Hyundai i10 Sportz AT,2010,196000,110000,Petrol,Individual,Automatic,Third Owner,19.41878335651954,1197.0,78.9,5.0,15,10093.320286937347
Maruti Eeco 5 Seater AC BSIV,2016,392000,38000,Petrol,Individual,Manual,First Owner,19.41878335651954,1196.0,73.0,5.0,9,20186.640573874694
Tata Manza Aura Plus Safire,2010,150000,104000,Petrol,Individual,Manual,First Owner,19.41878335651954,1368.0,90.0,5.0,15,7724.479811431644
Honda BR-V i-VTEC E MT,2017,595000,120000,Petrol,Individual,Manual,First Owner,19.41878335651954,1497.0,117.3,7.0,8,30640.43658534552
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,833000,35000,Diesel,Individual,Automatic,First Owner,19.41878335651954,1248.0,88.5,5.0,7,42896.611219483726
Maruti Swift VDI,2011,280000,210000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,14,14419.028981339068
Maruti 800 Std BSII,2003,35000,35000,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,37.0,4.0,22,1802.3786226673835
Maruti Ritz VDi,2009,180000,85000,Diesel,Individual,Manual,Third Owner,19.41878335651954,1248.0,73.9,5.0,16,9269.375773717973
Maruti Wagon R VXi BSII,2012,225000,80000,Petrol,Individual,Manual,First Owner,19.41878335651954,998.0,67.1,5.0,13,11586.719717147465
Mercedes-Benz New C-Class 220 CDI AT,2012,1400000,50000,Diesel,Individual,Automatic,First Owner,19.41878335651954,2143.0,170.0,5.0,13,72095.14490669534
Hyundai i20 Era Diesel,2009,340000,40000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,90.0,5.0,16,17508.820905911725
Toyota Innova 2.5 GX 8 STR,2010,550000,216000,Diesel,Individual,Manual,First Owner,19.41878335651954,2494.0,102.0,8.0,15,28323.092641916028
Maruti Wagon R VXI BS IV,2017,400000,65000,Petrol,Individual,Manual,Second Owner,19.41878335651954,998.0,67.04,5.0,8,20598.612830484384
Hyundai Getz GLE,2006,90000,100000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1341.0,83.0,5.0,19,4634.6878868589865
Maruti Ciaz VDi Plus SHVS,2015,650000,84000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,5.0,10,33472.745849537125
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,730000,210000,Diesel,Individual,Manual,First Owner,19.41878335651954,2494.0,100.0,7.0,13,37592.468415634
Chevrolet Aveo U-VA 1.2 LS,2010,125000,60000,Petrol,Individual,Manual,First Owner,19.41878335651954,1150.0,74.9,5.0,15,6437.066509526369
Hyundai Getz GLE,2006,81000,100000,Petrol,Individual,Manual,Fourth & Above Owner,19.41878335651954,1341.0,83.0,5.0,19,4171.219098173087
Maruti Swift Glam,2007,170000,78000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1298.0,88.2,5.0,18,8754.410452955863
Honda City 1.5 EXI,2002,81000,161000,Petrol,Individual,Manual,Fourth & Above Owner,19.41878335651954,1493.0,100.0,5.0,23,4171.219098173087
Maruti Alto LX,2005,95000,70000,Petrol,Individual,Manual,Third Owner,19.41878335651954,796.0,46.3,5.0,20,4892.170547240041
Tata Nano Cx BSIV,2010,55000,50000,Petrol,Individual,Manual,Third Owner,19.41878335651954,624.0,35.0,4.0,15,2832.309264191603
Renault Lodgy World Edition 110PS,2017,880000,65000,Diesel,Individual,Manual,First Owner,19.41878335651954,1461.0,108.5,8.0,8,45316.948227065644
Renault KWID RXL,2015,200000,50000,Petrol,Individual,Manual,First Owner,19.41878335651954,799.0,53.3,5.0,10,10299.306415242192
Maruti Wagon R VXI 1.2,2019,480000,25000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.8,5.0,6,24718.33539658126
Mahindra Bolero 2011-2019 Plus AC,2013,480000,100000,Diesel,Individual,Manual,First Owner,19.41878335651954,2523.0,62.1,9.0,12,24718.33539658126
Hyundai i20 1.2 Asta,2018,700000,6000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.83,5.0,7,36047.57245334767
Honda BRV i-DTEC V MT,2016,850000,72113,Diesel,Individual,Manual,First Owner,19.41878335651954,1498.0,98.6,7.0,9,43772.05226477931
Tata Indigo CR4,2012,300000,40000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,70.0,5.0,13,15448.959622863287
Hyundai i20 1.2 Asta Option,2017,650000,8000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.83,5.0,8,33472.745849537125
Maruti Ritz VXI,2010,220000,20000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,85.8,5.0,15,11329.237056766411
Tata Indigo CS LS (TDI) BS-III,2014,300000,45000,Diesel,Individual,Manual,First Owner,19.41878335651954,1405.0,69.01,5.0,11,15448.959622863287
Maruti Swift Dzire VDI,2014,450000,80000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,11,23173.43943429493
Maruti Swift VDI BSIV,2014,400000,90000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,11,20598.612830484384
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,1030000,25000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,5.0,7,53041.42803849729
Tata Manza Aura Quadrajet,2010,190000,100000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,90.0,5.0,15,9784.341094480082
Ford Fiesta 1.4 Duratec EXI,2006,140000,60000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1388.0,68.0,5.0,19,7209.514490669534
Hyundai i20 Active S Diesel,2018,800000,30000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,88.76,5.0,7,41197.22566096877
Mahindra Scorpio LX 2.6 Turbo,2007,229999,120000,Diesel,Individual,Manual,Third Owner,19.41878335651954,2609.0,120.0,7.0,18,11844.150880996443
Tata Safari DICOR 2.2 EX 4x2,2011,300000,80000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2179.0,138.03,7.0,14,15448.959622863287
Volkswagen Vento Diesel Highline,2011,375000,69000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1598.0,103.6,5.0,14,19311.19952857911
Chevrolet Beat LT,2010,140000,75000,Petrol,Individual,Manual,First Owner,19.41878335651954,1199.0,79.4,5.0,15,7209.514490669534
Maruti Alto LX,2004,60000,113000,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,46.3,5.0,21,3089.7919245726575
Hyundai Xcent 1.1 CRDi S Option,2014,420000,90000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1120.0,71.01,5.0,11,21628.5434720086
Renault Pulse RxZ,2012,300000,100000,Diesel,Individual,Manual,Third Owner,19.41878335651954,1461.0,63.12,5.0,13,15448.959622863287
Tata Indica Vista Quadrajet VX,2012,150000,110000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,13,7724.479811431644
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,600000,90000,Diesel,Individual,Manual,First Owner,19.41878335651954,1498.0,98.59,5.0,10,30897.919245726574
Ford Figo Diesel Titanium,2011,204999,100000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1399.0,68.0,5.0,14,10556.73757909117
Hyundai Xcent 1.2 CRDi SX,2017,625000,50000,Diesel,Individual,Manual,First Owner,19.41878335651954,1186.0,73.97,5.0,8,32185.33254763185
Fiat Grande Punto 1.3 Emotion Pack 90HP (Diesel),2011,280000,200000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,91.7,5.0,14,14419.028981339068
Hyundai Santa Fe 2WD AT,2014,1050000,146000,Diesel,Individual,Automatic,Second Owner,19.41878335651954,2199.0,194.3,7.0,11,54071.358680021505
Chevrolet Optra Magnum 1.6 LT Petrol,2009,250000,80000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1598.0,102.5,5.0,16,12874.133019052739
Tata New Safari DICOR 2.2 EX 4x2,2010,535000,96443,Diesel,Individual,Manual,Second Owner,19.41878335651954,2179.0,138.1,7.0,15,27550.64466077286
Honda Accord 2.4 AT,2009,400000,100000,Petrol,Individual,Automatic,Second Owner,19.41878335651954,2354.0,177.6,5.0,16,20598.612830484384
Maruti Swift AMT VXI,2019,610000,10000,Petrol,Individual,Automatic,First Owner,19.41878335651954,1197.0,81.8,5.0,6,31412.884566488683
Maruti Swift Dzire VDI,2014,509999,110000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,11,26263.179862335513
Tata Safari Storme VX,2014,521000,86000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2179.0,138.1,7.0,11,26829.693211705908
Maruti Swift Dzire VDI,2014,511000,100000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,11,26314.7278909438
Hyundai i20 Sportz 1.4 CRDi,2014,451000,91000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,88.73,5.0,11,23224.93596637114
Hyundai i10 Sportz,2009,170000,100000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,78.9,5.0,16,8754.410452955863
Maruti Swift Dzire VDI,2013,450000,120000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,74.0,5.0,12,23173.43943429493
Honda City 1.5 V Elegance,2011,375000,90000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1497.0,118.0,5.0,14,19311.19952857911
Maruti Alto 800 LXI,2016,305000,60000,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,47.3,5.0,9,15706.442283244342
Renault KWID RXT,2016,315000,51500,Petrol,Individual,Manual,First Owner,19.41878335651954,799.0,53.3,5.0,9,16221.407604006452
Chevrolet Sail 1.3 LS,2016,250000,60000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,74.0,5.0,9,12874.133019052739
Ford Figo Diesel EXI,2012,200000,104500,Diesel,Individual,Manual,Second Owner,19.41878335651954,1399.0,68.0,5.0,13,10299.306415242192
Renault Duster 110PS Diesel RxL,2012,400000,120000,Diesel,Individual,Manual,Third Owner,19.41878335651954,1461.0,108.45,5.0,13,20598.612830484384
Maruti Swift ZDi,2014,509999,100000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,74.0,5.0,11,26263.179862335513
Honda Civic 1.8 V MT,2008,375000,90000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1799.0,130.0,5.0,17,19311.19952857911
Maruti Wagon R LXI,2005,150000,150000,Petrol,Individual,Manual,Third Owner,19.41878335651954,998.0,67.1,5.0,20,7724.479811431644
Maruti Wagon R AX,2006,75000,60000,Petrol,Individual,Automatic,First Owner,19.41878335651954,998.0,67.1,5.0,19,3862.239905715822
Hyundai Verna 1.4 VTVT,2015,465000,50000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1396.0,105.5,5.0,10,23945.887415438094
Hyundai Grand i10 1.2 CRDi Asta,2019,700000,10000,Diesel,Individual,Manual,First Owner,19.41878335651954,1186.0,73.97,5.0,6,36047.57245334767
Mahindra Scorpio 1.99 S10,2015,950000,120000,Diesel,Individual,Manual,Third Owner,19.41878335651954,1997.0,120.0,7.0,10,48921.70547240041
Hyundai i20 1.2 Asta,2017,610000,40000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.83,5.0,8,31412.884566488683
Hyundai Santro GS zipDrive - Euro II,2004,60000,120000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1248.0,82.0,5.0,21,3089.7919245726575
Maruti Alto 800 LXI,2014,235000,50000,Petrol,Individual,Manual,First Owner,19.41878335651954,796.0,47.3,5.0,11,12101.685037909576
Maruti Eeco 5 Seater AC BSIV,2017,330000,90000,Petrol,Individual,Manual,First Owner,19.41878335651954,1196.0,73.0,5.0,8,16993.855585149617
Nissan Terrano XE 85 PS,2014,472000,90000,Diesel,Individual,Manual,First Owner,19.41878335651954,1461.0,83.8,5.0,11,24306.36313997157
Maruti Swift VXI,2019,585000,10000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.8,5.0,6,30125.47126458341
Mahindra Supro LX 8 Str,2018,500000,10000,Diesel,Individual,Manual,First Owner,19.41878335651954,909.0,45.0,8.0,7,25748.266038105477
Maruti Alto K10 VXI,2019,360000,27000,Petrol,Individual,Manual,First Owner,19.41878335651954,998.0,67.05,5.0,6,18538.751547435946
Maruti Swift Dzire VDI,2016,649000,70000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,9,33421.24931746091
Maruti Omni MPI CARGO BSIV,2017,200000,50000,Petrol,Individual,Manual,First Owner,19.41878335651954,796.0,34.2,5.0,8,10299.306415242192
Maruti Swift 1.3 VXi,2008,240000,60000,Petrol,Individual,Manual,First Owner,19.41878335651954,1248.0,82.0,5.0,17,12359.16769829063
Hyundai Grand i10 CRDi Magna,2014,400000,110000,Diesel,Individual,Manual,First Owner,19.41878335651954,1120.0,70.0,5.0,11,20598.612830484384
Maruti Celerio VDi,2015,250000,100000,Diesel,Individual,Manual,Second Owner,19.41878335651954,793.0,47.0,5.0,10,12874.133019052739
Mahindra Marazzo M6,2018,1200000,50000,Diesel,Individual,Manual,First Owner,19.41878335651954,1497.0,121.0,7.0,7,61795.83849145315
Maruti Swift Vdi BSIII,2009,250000,105000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,75.0,5.0,16,12874.133019052739
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,819999,110000,Diesel,Individual,Manual,First Owner,19.41878335651954,2494.0,100.6,8.0,12,42227.10480596091
Mahindra XUV500 W8 2WD,2014,800000,60000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2179.0,140.0,7.0,11,41197.22566096877
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,429000,49102,Petrol,Dealer,Manual,Second Owner,19.41878335651954,999.0,123.37,5.0,12,22092.0122606945
Hyundai Santro Xing GLS,2010,150000,60000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1086.0,62.1,5.0,15,7724.479811431644
Maruti Swift VDI BSIV,2010,315000,120000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,82.0,5.0,15,16221.407604006452
Chevrolet Beat Diesel LT,2012,170000,90000,Diesel,Individual,Manual,First Owner,19.41878335651954,936.0,57.6,5.0,13,8754.410452955863
